seq_name	Accession	Definition	Source	Genus	Species	Subspecies	Organism	Date	Length
OQ518084	OQ518084.1	Nycticebus javanicus voucher AMNH:M:101509 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus javanicus (Javan slow loris)	Nycticebus	javanicus		Nycticebus javanicus	2023-03-01	848
OQ555474	OQ555474.1	Nycticebus javanicus isolate 88 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus javanicus (Javan slow loris)	Nycticebus	javanicus		Nycticebus javanicus	2023-04-08	716
OQ555548	OQ555548.1	Nycticebus javanicus isolate 88 tRNA-Thr gene, partial sequence; tRNA-Pro gene, complete sequence; and D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus javanicus (Javan slow loris)	Nycticebus	javanicus		Nycticebus javanicus	2023-04-08	493
OQ555567	OQ555567.1	Nycticebus javanicus isolate 5 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus javanicus (Javan slow loris)	Nycticebus	javanicus		Nycticebus javanicus	2023-04-08	439
OQ518089	OQ518089.1	Nycticebus kayan voucher AMNH:M:106012 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus kayan (Kayan slow loris)	Nycticebus	kayan		Nycticebus kayan	2023-03-01	848
OQ518094	OQ518094.1	Nycticebus kayan voucher AMNH:M:16616 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus kayan (Kayan slow loris)	Nycticebus	kayan		Nycticebus kayan	2023-03-01	674
OQ518095	OQ518095.1	Nycticebus kayan voucher USNM:MAMM:142239 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus kayan (Kayan slow loris)	Nycticebus	kayan		Nycticebus kayan	2023-03-01	848
OQ518097	OQ518097.1	Nycticebus kayan voucher AMNH:M:106013 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus kayan (Kayan slow loris)	Nycticebus	kayan		Nycticebus kayan	2023-03-01	848
OQ518098	OQ518098.1	Nycticebus kayan voucher USNM:MAMM:317188 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus kayan (Kayan slow loris)	Nycticebus	kayan		Nycticebus kayan	2023-03-01	848
OQ518099	OQ518099.1	Nycticebus kayan voucher FMNH:MAMM:108856 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus kayan (Kayan slow loris)	Nycticebus	kayan		Nycticebus kayan	2023-03-01	848
OQ518100	OQ518100.1	Nycticebus kayan voucher USNM:MAMM:292553 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus kayan (Kayan slow loris)	Nycticebus	kayan		Nycticebus kayan	2023-03-01	848
OQ555479	OQ555479.1	Nycticebus kayan isolate 70 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus kayan (Kayan slow loris)	Nycticebus	kayan		Nycticebus kayan	2023-04-08	716
OQ555494	OQ555494.1	Nycticebus kayan isolate 133 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus kayan (Kayan slow loris)	Nycticebus	kayan		Nycticebus kayan	2023-04-08	716
OQ555543	OQ555543.1	Nycticebus kayan isolate 59 tRNA-Thr gene, partial sequence; tRNA-Pro gene, complete sequence; and D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus kayan (Kayan slow loris)	Nycticebus	kayan		Nycticebus kayan	2023-04-08	493
OQ555544	OQ555544.1	Nycticebus kayan isolate 60 tRNA-Thr gene, partial sequence; tRNA-Pro gene, complete sequence; and D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus kayan (Kayan slow loris)	Nycticebus	kayan		Nycticebus kayan	2023-04-08	493
OQ555546	OQ555546.1	Nycticebus kayan isolate 70 tRNA-Thr gene, partial sequence; tRNA-Pro gene, complete sequence; and D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus kayan (Kayan slow loris)	Nycticebus	kayan		Nycticebus kayan	2023-04-08	493
OQ555547	OQ555547.1	Nycticebus kayan isolate 87 tRNA-Thr gene, partial sequence; tRNA-Pro gene, complete sequence; and D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus kayan (Kayan slow loris)	Nycticebus	kayan		Nycticebus kayan	2023-04-08	493
AY878361	AY878361.1	Nycticebus coucang menagensis isolate M1 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Nycticebus menagensis (Philippine slow loris)	Nycticebus	menagensis		Nycticebus menagensis	2005-02-05	425
AY875950	AY875950.1	Nycticebus coucang menagensis isolate M1 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus menagensis (Philippine slow loris)	Nycticebus	menagensis		Nycticebus menagensis	2005-04-05	394
AY875951	AY875951.1	Nycticebus coucang menagensis isolate M2 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus menagensis (Philippine slow loris)	Nycticebus	menagensis		Nycticebus menagensis	2005-04-05	393
AY875952	AY875952.1	Nycticebus coucang menagensis isolate M3 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus menagensis (Philippine slow loris)	Nycticebus	menagensis		Nycticebus menagensis	2005-04-05	394
AY875953	AY875953.1	Nycticebus coucang menagensis isolate M4 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus menagensis (Philippine slow loris)	Nycticebus	menagensis		Nycticebus menagensis	2005-04-05	393
AY875954	AY875954.1	Nycticebus coucang menagensis isolate M5 D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus menagensis (Philippine slow loris)	Nycticebus	menagensis		Nycticebus menagensis	2005-04-05	394
GQ253661	GQ253661.1	Nycticebus menagensis isolate 014 12S ribosomal RNA gene, complete sequence; mitochondrial	mitochondrion Nycticebus menagensis (Philippine slow loris)	Nycticebus	menagensis		Nycticebus menagensis	2009-07-18	971
GQ253664	GQ253664.1	Nycticebus menagensis isolate 014 16S ribosomal RNA gene, complete sequence; mitochondrial	mitochondrion Nycticebus menagensis (Philippine slow loris)	Nycticebus	menagensis		Nycticebus menagensis	2009-07-18	1590
GQ259901	GQ259901.1	Nycticebus menagensis cytochrome oxidase subunit I (COXI) gene, complete cds; mitochondrial	mitochondrion Nycticebus menagensis (Philippine slow loris)	Nycticebus	menagensis		Nycticebus menagensis	2009-07-22	1542
GQ449390	GQ449390.1	Nycticebus menagensis D-loop, complete sequence; mitochondrial	mitochondrion Nycticebus menagensis (Philippine slow loris)	Nycticebus	menagensis		Nycticebus menagensis	2009-09-27	1295
KP410604	KP410604.1	Nycticebus menagensis voucher ZSM5 cytochrome b (cytb) gene, complete cds; mitochondrial	mitochondrion Nycticebus menagensis (Philippine slow loris)	Nycticebus	menagensis		Nycticebus menagensis	2015-10-16	1140
KP410617	KP410617.1	Nycticebus menagensis voucher ZSM6 cytochrome b (cytb) gene, complete cds; mitochondrial	mitochondrion Nycticebus menagensis (Philippine slow loris)	Nycticebus	menagensis		Nycticebus menagensis	2015-10-16	1140
KP410632	KP410632.1	Nycticebus menagensis voucher ZSM7 cytochrome b (cytb) gene, complete cds; mitochondrial	mitochondrion Nycticebus menagensis (Philippine slow loris)	Nycticebus	menagensis		Nycticebus menagensis	2015-10-16	1140
MT876735	MT876735.1	Nycticebus menagensis voucher PRP0015 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus menagensis (Philippine slow loris)	Nycticebus	menagensis		Nycticebus menagensis	2020-08-17	515
OQ466049	OQ466049.1	Nycticebus menagensis isolate Feces1 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus menagensis (Philippine slow loris)	Nycticebus	menagensis		Nycticebus menagensis	2023-02-26	311
OQ518091	OQ518091.1	Nycticebus menagensis voucher AMNH:M:32649 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus menagensis (Philippine slow loris)	Nycticebus	menagensis		Nycticebus menagensis	2023-03-01	848
OQ518092	OQ518092.1	Nycticebus menagensis voucher USNM:MAMM:142237 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus menagensis (Philippine slow loris)	Nycticebus	menagensis		Nycticebus menagensis	2023-03-01	848
OQ518096	OQ518096.1	Nycticebus menagensis voucher USNM:MAMM:198857 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus menagensis (Philippine slow loris)	Nycticebus	menagensis		Nycticebus menagensis	2023-03-01	848
OQ518101	OQ518101.1	Nycticebus menagensis voucher FMNH:MAMM:85926 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus menagensis (Philippine slow loris)	Nycticebus	menagensis		Nycticebus menagensis	2023-03-01	848
OQ518102	OQ518102.1	Nycticebus menagensis voucher FMNH:MAMM:129502 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial	mitochondrion Nycticebus menagensis (Philippine slow loris)	Nycticebus	menagensis		Nycticebus menagensis	2023-03-01	848
OQ555480	OQ555480.1	Nycticebus menagensis isolate 82 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus menagensis (Philippine slow loris)	Nycticebus	menagensis		Nycticebus menagensis	2023-04-08	716
OQ555493	OQ555493.1	Nycticebus menagensis isolate 128 NADH dehydrogenase subunit 4 (ND4) gene, partial cds; mitochondrial	mitochondrion Nycticebus menagensis (Philippine slow loris)	Nycticebus	menagensis		Nycticebus menagensis	2023-04-08	716
OQ555556	OQ555556.1	Nycticebus menagensis isolate 128 tRNA-Thr gene, partial sequence; tRNA-Pro gene, complete sequence; and D-loop, partial sequence; mitochondrial	mitochondrion Nycticebus menagensis (Philippine slow loris)	Nycticebus	menagensis		Nycticebus menagensis	2023-04-08	493
AY441476	AY441476.1	Nycticebus pygmaeus cytochrome b gene, complete cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2004-10-31	1140
AY687891	AY687891.1	Nycticebus pygmaeus isolate KF2 cytochrome b (cytb) gene, complete cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2005-06-30	1140
AY687892	AY687892.1	Nycticebus pygmaeus isolate KF3 cytochrome b (cytb) gene, complete cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2005-06-30	1140
AY687893	AY687893.1	Nycticebus pygmaeus isolate KF4 cytochrome b (cytb) gene, complete cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2005-06-30	1140
AY687894	AY687894.1	Nycticebus pygmaeus isolate YV1 cytochrome b (cytb) gene, complete cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2005-06-30	1140
AY687895	AY687895.1	Nycticebus pygmaeus isolate KF1 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2005-06-30	388
AY687896	AY687896.1	Nycticebus pygmaeus isolate KF2 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2005-06-30	389
AY687897	AY687897.1	Nycticebus pygmaeus isolate KF3 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2005-06-30	389
AY687898	AY687898.1	Nycticebus pygmaeus isolate KF4 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2005-06-30	389
AY687899	AY687899.1	Nycticebus pygmaeus isolate YV1 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2005-06-30	389
AY687900	AY687900.1	Nycticebus pygmaeus isolate KF1 cytochrome b (cytb) gene, complete cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2005-06-30	1140
AY773982	AY773982.1	Nycticebus pygmaeus 16S ribosomal RNA gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2004-11-20	526
AY773976	AY773976.1	Nycticebus pygmaeus 12S ribosomal RNA gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2004-11-20	382
AY878366	AY878366.1	Nycticebus pygmaeus isolate P2 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2005-02-05	425
AY878367	AY878367.1	Nycticebus pygmaeus isolate P3 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2005-02-05	425
AY878368	AY878368.1	Nycticebus pygmaeus isolate P4 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2005-02-05	425
AY878369	AY878369.1	Nycticebus pygmaeus isolate P5 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2005-02-05	389
AY878370	AY878370.1	Nycticebus pygmaeus isolate P6 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2005-02-05	389
AY878371	AY878371.1	Nycticebus pygmaeus isolate P7 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2005-02-05	389
AY878372	AY878372.1	Nycticebus pygmaeus isolate P8 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2005-02-05	389
AY878373	AY878373.1	Nycticebus pygmaeus isolate P9 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2005-02-05	389
AY878374	AY878374.1	Nycticebus pygmaeus isolate P10 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2005-02-05	389
AY875959	AY875959.1	Nycticebus pygmaeus isolate P1 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2005-04-05	389
AY875960	AY875960.1	Nycticebus pygmaeus isolate P2 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2005-04-05	389
AY875961	AY875961.1	Nycticebus pygmaeus isolate P3 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2005-04-05	389
AY875962	AY875962.1	Nycticebus pygmaeus isolate P4 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2005-04-05	388
EU680969	EU680969.1	Nycticebus pygmaeus 12S ribosomal RNA gene, complete sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2008-05-20	970
FJ640067	FJ640067.1	Nycticebus pygmaeus 16S ribosomal RNA gene, complete sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2009-02-16	1595
GQ259902	GQ259902.1	Nycticebus pygmaeus cytochrome oxidase subunit I (COXI) gene, complete cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2009-07-22	1542
GQ449391	GQ449391.1	Nycticebus pygmaeus D-loop, complete sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2009-09-27	1392
GU954050	GU954050.1	Nycticebus pygmaeus isolate 6139 cytochrome oxidase subunit II gene, complete cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2020-12-28	684
GU954306	GU954306.1	Nycticebus pygmaeus isolate 6139 cytochrome c oxidase subunit III (COIII) gene, partial cds; tRNA-Gly gene, complete sequence; NADH dehydrogenase subunit 3 (ND3) gene, complete cds; tRNA-Arg gene, complete sequence; NADH dehydrogenase subunit 4L (ND4L) and NADH dehydrogenase subunit 4 (ND4) genes, complete cds; tRNA-His and tRNA-Ser genes, complete sequence; and tRNA-Leu gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2020-12-28	2357
HQ842864	HQ842864.1	Nycticebus pygmaeus isolate 20100423PB001 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2012-06-30	381
HQ842865	HQ842865.1	Nycticebus pygmaeus isolate 20100423PB002 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2012-06-30	381
HQ842866	HQ842866.1	Nycticebus pygmaeus isolate 20100423PB003 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2012-06-30	381
HQ842867	HQ842867.1	Nycticebus pygmaeus isolate 20100423PB004 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2012-06-30	381
HQ842868	HQ842868.1	Nycticebus pygmaeus isolate 20100423PB005 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2012-06-30	381
HQ842869	HQ842869.1	Nycticebus pygmaeus isolate 20100423PB006 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2012-06-30	381
HQ842870	HQ842870.1	Nycticebus pygmaeus isolate 20100613MG001 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2012-06-30	381
HQ842857	HQ842857.1	Nycticebus pygmaeus isolate 20100423PB001 cytochrome b-like (cytb) gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2012-06-30	1078
HQ842858	HQ842858.1	Nycticebus pygmaeus isolate 20100423PB002 cytochrome b-like (cytb) gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2012-06-30	1078
HQ842859	HQ842859.1	Nycticebus pygmaeus isolate 20100423PB003 cytochrome b-like (cytb) gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2012-06-30	1078
HQ842860	HQ842860.1	Nycticebus pygmaeus isolate 20100423PB004 cytochrome b-like (cytb) gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2012-06-30	1078
HQ842861	HQ842861.1	Nycticebus pygmaeus isolate 20100423PB005 cytochrome b-like (cytb) gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2012-06-30	1078
HQ842862	HQ842862.1	Nycticebus pygmaeus isolate 20100423PB006 cytochrome b-like (cytb) gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2012-06-30	1078
HQ842863	HQ842863.1	Nycticebus pygmaeus isolate 20100613MG001 cytochrome b-like (cytb) gene, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2012-06-30	1078
KJ543734	KJ543734.1	Nycticebus pygmaeus cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2014-05-25	459
KJ862196	KJ862196.1	Nycticebus pygmaeus voucher S49 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2015-09-22	648
KP410590	KP410590.1	Xanthonycticebus pygmaeus voucher NP7ULI cytochrome b (cytb) gene, complete cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2015-10-16	1140
KP410606	KP410606.1	Xanthonycticebus pygmaeus voucher NP1ULI cytochrome b (cytb) gene, complete cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2015-10-16	1140
KP410607	KP410607.1	Xanthonycticebus pygmaeus voucher NP5ULI cytochrome b (cytb) gene, complete cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2015-10-16	1140
KP410614	KP410614.1	Xanthonycticebus pygmaeus voucher NP10ULI cytochrome b (cytb) gene, complete cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2015-10-16	1140
KP410624	KP410624.1	Xanthonycticebus pygmaeus voucher NPYG613 cytochrome b (cytb) gene, complete cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2015-10-16	1140
KP410626	KP410626.1	Xanthonycticebus pygmaeus voucher NI cytochrome b (cytb) gene, complete cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2015-10-16	1140
KP410648	KP410648.1	Xanthonycticebus pygmaeus voucher NP8ULI cytochrome b (cytb) gene, complete cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2015-10-16	1140
KP410664	KP410664.1	Xanthonycticebus pygmaeus voucher NP2ULI cytochrome b (cytb) gene, complete cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2015-10-16	1140
MH104758	MH104758.1	Xanthonycticebus pygmaeus voucher MUSCNYC-T03 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2019-04-21	1107
MH104759	MH104759.1	Xanthonycticebus pygmaeus voucher MUSCNYC-T04 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2019-04-21	1107
MH104760	MH104760.1	Xanthonycticebus pygmaeus voucher MUSCNYC-F34 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2019-04-21	1107
MH104761	MH104761.1	Xanthonycticebus pygmaeus voucher MUSCNYC-F36 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2019-04-21	1107
MH104813	MH104813.1	Xanthonycticebus pygmaeus voucher MUSCNYC-T03 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2019-04-21	441
MH104814	MH104814.1	Xanthonycticebus pygmaeus voucher MUSCNYC-T04 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2019-04-21	441
MH104815	MH104815.1	Xanthonycticebus pygmaeus voucher MUSCNYC-F34 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2019-04-21	441
MH104816	MH104816.1	Xanthonycticebus pygmaeus voucher MUSCNYC-F35 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2019-04-21	441
MH104817	MH104817.1	Xanthonycticebus pygmaeus voucher MUSCNYC-F36 D-loop, partial sequence; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2019-04-21	441
MW592445	MW592445.1	Xanthonycticebus pygmaeus isolate DLC002 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2021-04-18	331
MW592446	MW592446.1	Xanthonycticebus pygmaeus isolate SD299 cytochrome b (cytb) gene, partial cds; mitochondrial	mitochondrion Xanthonycticebus pygmaeus (pygmy slow loris)	Xanthonycticebus	pygmaeus		Xanthonycticebus pygmaeus	2021-04-18	331
